ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
HKG-DXB,HKG,DXB,B,17,Southeast Asia,70,,China - Southern,UAE,2756.720914,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,20,19,Singapore,UK,7847.74543,1
SIN-SOU,SIN,SOU,I,30,Southern Asia,9,,Singapore,UK,2013.357968,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,50,,UK,USA - West Coast,2766.449139,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,35,,UK,USA - West Coast,2251.557418,2
SFO-SYD,SFO,SYD,B,20,South Pacific,15,,USA - West Coast,Australia - New South Wales,3022.248565,2
SFO-SYD,SFO,SYD,I,20,South Pacific,49,,USA - West Coast,Australia - New South Wales,2097.783826,2
DXB-SOU,DXB,SOU,O,19,Middle East,49,,UAE,UK,2495.408659,2
DXB-SOU,DXB,SOU,B,19,Middle East,47,,UAE,UK,3120.738418,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,11,,Australia - New South Wales,China - Southern,2162.969424,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,28,,UK,USA - West Coast,3169.335273,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,108,108,Singapore,UK,5243.56309,1
SIN-SOU,SIN,SOU,B,30,Southern Asia,49,,Singapore,UK,5728.929805,2
AKL-SIN,AKL,SIN,B,29,Southeast Asia,95,,New Zealand,Singapore,4255.507474,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,47,13,New Zealand,UK,7493.862888,2
AKL-SYD,AKL,SYD,O,4,New Zealand,19,,New Zealand,Australia - New South Wales,496.3540473,2
AKL-SYD,AKL,SYD,B,4,New Zealand,15,,New Zealand,Australia - New South Wales,597.272122,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,52,,China - Southern,UK,6297.042889,2
SIN-DXB,SIN,DXB,O,11,Southern Asia,46,,Singapore,UAE,1444.214952,2
DXB-SOU,DXB,SOU,B,19,Middle East,16,,UAE,UK,2179.152943,2
DXB-SOU,DXB,SOU,B,19,Middle East,38,,UAE,UK,3071.199246,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,69,45,Australia - New South Wales,Singapore,4637.534272,2
SOU-SOU,SOU,SOU,S,99,West Bound,77,17,UK,UK,43814.69072,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,38,,UK,USA - West Coast,1511.061849,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,16,UK,USA - West Coast,4194.93607,2
DXB-SOU,DXB,SOU,B,19,Middle East,19,,UAE,UK,4564.91006,1
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,14,,Australia - New South Wales,China - Southern,1056.798748,2
SOU-AKL,SOU,AKL,B,40,West Bound,75,19,UK,New Zealand,6404.185933,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,75,,Australia - New South Wales,UK,6168.304191,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,69,,Australia - New South Wales,UK,12364.55512,1
SOU-SOU,SOU,SOU,I,99,West Bound,63,,UK,UK,11613.20847,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,48,,UK,USA - West Coast,3349.197527,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,33,32,Australia - New South Wales,China - Southern,2503.862873,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,29,,Australia - New South Wales,China - Southern,1854.409763,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,45,43,Australia - New South Wales,Singapore,3493.729927,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,39,,UK,USA - West Coast,4201.361572,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,38,,UK,USA - West Coast,1393.887642,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,53,,Australia - New South Wales,UK,7603.676696,2
SOU-SIN,SOU,SIN,I,69,West Bound,98,98,UK,Singapore,12661.3847,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,37,,Australia - New South Wales,Singapore,3455.953597,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,34,,UK,USA - West Coast,1759.847783,2
SOU-SOU,SOU,SOU,B,99,West Bound,53,50,UK,UK,15791.60984,2
SOU-SOU,SOU,SOU,B,99,West Bound,36,,UK,UK,14377.72467,2
SOU-SOU,SOU,SOU,B,99,West Bound,72,28,UK,UK,13267.54923,2
SOU-SOU,SOU,SOU,B,99,West Bound,72,62,UK,UK,17404.26393,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,7,,Australia - New South Wales,UK,4361.608238,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,14,,UK,USA - West Coast,2137.166397,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,9,,UK,USA - West Coast,1795.992861,2
SOU-SOU,SOU,SOU,B,99,West Bound,94,94,UK,UK,21059.54735,1
HKG-DXB,HKG,DXB,O,17,Southeast Asia,69,,China - Southern,UAE,2327.449793,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,62,,China - Southern,UAE,2024.085166,2
SOU-SOU,SOU,SOU,S,99,West Bound,63,16,UK,UK,25648.20538,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,15,14,Australia - Queensland,China - Southern,1894.817781,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,13,,Australia - Queensland,China - Southern,1480.911804,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,9,9,Australia - Queensland,China - Southern,1524.5336,2
SOU-SOU,SOU,SOU,S,99,West Bound,91,58,UK,UK,24236.13237,2
SOU-SOU,SOU,SOU,O,99,West Bound,51,,UK,UK,11464.53986,2
SOU-SOU,SOU,SOU,B,99,West Bound,61,1,UK,UK,17101.18554,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,86,,China - Southern,UK,8085.327619,1
HKG-SOU,HKG,SOU,S,36,Southeast Asia,39,13,China - Southern,UK,9399.543521,2
SOU-SOU,SOU,SOU,O,99,West Bound,48,48,UK,UK,16004.74095,1
HKG-SOU,HKG,SOU,B,36,Southeast Asia,10,,China - Southern,UK,11495.37327,1
SIN-DXB,SIN,DXB,B,11,Southern Asia,47,,Singapore,UAE,1434.759154,2
SOU-SOU,SOU,SOU,S,99,West Bound,52,15,UK,UK,27180.10241,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,62,,Singapore,UAE,1561.132803,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,43,42,Singapore,UK,5954.426088,2
SOU-SYD,SOU,SYD,S,44,West Bound,48,,UK,Australia - New South Wales,9673.257692,2
SOU-SYD,SOU,SYD,O,44,West Bound,47,41,UK,Australia - New South Wales,5683.891344,2
SFO-AKL,SFO,AKL,B,16,South Pacific,96,,USA - West Coast,New Zealand,2579.981739,2
SOU-SYD,SOU,SYD,B,44,West Bound,52,51,UK,Australia - New South Wales,6792.180955,2
SOU-SOU,SOU,SOU,I,99,West Bound,17,,UK,UK,20548.60516,1
DXB-SOU,DXB,SOU,B,19,Middle East,18,,UAE,UK,1556.913482,2
SFO-AKL,SFO,AKL,B,16,South Pacific,76,,USA - West Coast,New Zealand,3110.880767,2
DXB-SOU,DXB,SOU,O,19,Middle East,83,83,UAE,UK,2817.334144,2
DXB-SOU,DXB,SOU,B,19,Middle East,24,,UAE,UK,2612.731207,3
SOU-SOU,SOU,SOU,S,99,West Bound,24,,UK,UK,27647.92029,2
SFO-SYD,SFO,SYD,O,20,South Pacific,52,,USA - West Coast,Australia - New South Wales,3331.805138,2
SFO-SYD,SFO,SYD,B,20,South Pacific,52,,USA - West Coast,Australia - New South Wales,2845.632209,2
SFO-SYD,SFO,SYD,I,20,South Pacific,39,,USA - West Coast,Australia - New South Wales,2933.271626,2
SFO-AKL,SFO,AKL,I,16,South Pacific,2,,USA - West Coast,New Zealand,407.9550659,2
SFO-SYD,SFO,SYD,B,20,South Pacific,87,,USA - West Coast,Australia - New South Wales,2778.898738,2
DXB-SOU,DXB,SOU,B,19,Middle East,25,,UAE,UK,1576.500433,2
DXB-SOU,DXB,SOU,B,19,Middle East,22,,UAE,UK,4225.546196,1
DXB-SOU,DXB,SOU,O,19,Middle East,11,,UAE,UK,1091.072681,2
AKL-SYD,AKL,SYD,I,4,New Zealand,14,,New Zealand,Australia - New South Wales,,2
SFO-SYD,SFO,SYD,O,20,South Pacific,36,,USA - West Coast,Australia - New South Wales,2495.419173,2
SOU-SYD,SOU,SYD,B,44,West Bound,48,37,UK,Australia - New South Wales,6459.10676,2
SFO-AKL,SFO,AKL,B,16,South Pacific,6,,USA - West Coast,New Zealand,2348.419972,1
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,92,92,Australia - New South Wales,China - Southern,2419.194239,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,23,,Australia - New South Wales,China - Southern,1730.300757,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,15,14,Australia - New South Wales,China - Southern,2538.46704,2
SFO-SYD,SFO,SYD,B,20,South Pacific,51,,USA - West Coast,Australia - New South Wales,3798.652867,2
SFO-SYD,SFO,SYD,B,20,South Pacific,50,,USA - West Coast,Australia - New South Wales,3199.825561,2
SFO-HKG,SFO,HKG,I,39,Australia/NZ,73,,USA - West Coast,China - Southern,4120.821068,3
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,23,,Australia - New South Wales,Australia - Queensland,733.8153558,1
SFO-SYD,SFO,SYD,B,20,South Pacific,63,,USA - West Coast,Australia - New South Wales,3604.24796,2
SFO-SYD,SFO,SYD,B,20,South Pacific,39,,USA - West Coast,Australia - New South Wales,2358.923228,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,16,,Australia - New South Wales,China - Southern,1813.043673,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,32,,Australia - New South Wales,China - Southern,1828.638626,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,18,,Australia - New South Wales,China - Southern,1627.60594,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,14,,Australia - New South Wales,China - Southern,2779.869557,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,23,,Australia - New South Wales,Australia - Queensland,448.9363579,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,18,17,Australia - New South Wales,Australia - Queensland,420.1935764,2
SYD-SOU,SYD,SOU,S,55,Southeast Asia,45,,Australia - New South Wales,UK,15884.0879,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,42,41,Australia - New South Wales,Singapore,3944.281219,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,42,41,Australia - New South Wales,Singapore,4406.948097,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,16,14,Australia - New South Wales,Australia - Queensland,394.945089,2
BNE-SOU,BNE,SOU,O,52,Southeast Asia,39,38,Australia - Queensland,UK,6373.933174,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,19,,Australia - New South Wales,China - Southern,1719.958343,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,10,,Australia - New South Wales,China - Southern,1207.604938,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,48,,China - Southern,UAE,3184.380141,1
SYD-SOU,SYD,SOU,O,55,Southeast Asia,17,16,Australia - New South Wales,UK,6992.153643,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,31,29,Australia - New South Wales,China - Southern,2620.131312,1
HKG-DXB,HKG,DXB,O,17,Southeast Asia,17,,China - Southern,UAE,4334.528294,1
HKG-SOU,HKG,SOU,B,36,Southeast Asia,45,,China - Southern,UK,6057.746875,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,15,14,Australia - Queensland,China - Southern,1952.515266,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,10,9,Australia - Queensland,China - Southern,1081.245776,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,38,,Australia - New South Wales,UK,11112.79655,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,59,17,China - Southern,UAE,4113.792746,1
SIN-SOU,SIN,SOU,I,30,Southern Asia,20,19,Singapore,UK,4131.517019,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,58,,Singapore,UK,4675.677628,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,58,,China - Southern,UAE,3094.010046,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,81,80,Australia - Queensland,UK,10162.28368,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,61,,China - Southern,UAE,2946.24652,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,78,,Singapore,UK,4076.430713,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,76,,Singapore,UK,4128.228832,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,54,,China - Southern,UAE,2975.170223,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,73,,China - Southern,UK,5885.416754,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,33,,Singapore,UK,5528.993047,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,52,52,China - Southern,UK,6418.529059,2
DXB-SOU,DXB,SOU,B,19,Middle East,18,,UAE,UK,1470.499262,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,103,,Singapore,UK,4233.565487,2
DXB-SOU,DXB,SOU,B,19,Middle East,27,,UAE,UK,2934.952019,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,34,,UK,USA - West Coast,1758.419232,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,33,,UK,USA - West Coast,1330.079012,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,,UK,USA - West Coast,2150.624458,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,49,,UK,USA - West Coast,1790.528647,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,30,,UK,USA - West Coast,2088.103301,2
SOU-SOU,SOU,SOU,B,99,West Bound,91,,UK,UK,16281.71962,2
SOU-SOU,SOU,SOU,B,99,West Bound,85,15,UK,UK,18665.04396,1
SOU-AKL,SOU,AKL,O,40,West Bound,60,58,UK,New Zealand,8122.916211,1
SOU-AKL,SOU,AKL,B,40,West Bound,51,,UK,New Zealand,6370.450386,2
SOU-AKL,SOU,AKL,B,40,West Bound,48,47,UK,New Zealand,6052.225863,2
SOU-BNE,SOU,BNE,B,47,West Bound,32,,UK,Australia - Queensland,6643.836132,2
SOU-SOU,SOU,SOU,B,99,West Bound,33,,UK,UK,16274.53879,2
SOU-SOU,SOU,SOU,I,99,West Bound,15,13,UK,UK,14060.22201,1
SOU-SOU,SOU,SOU,B,99,West Bound,21,21,UK,UK,30736.70497,1
SOU-SYD,SOU,SYD,B,44,West Bound,78,,UK,Australia - New South Wales,7210.762901,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,,UK,USA - West Coast,2320.239877,2
SOU-SYD,SOU,SYD,B,44,West Bound,35,,UK,Australia - New South Wales,4038.888949,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,13,,UK,USA - West Coast,1940.396048,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,41,,UK,USA - West Coast,3441.114997,2
SOU-SYD,SOU,SYD,B,44,West Bound,41,,UK,Australia - New South Wales,7383.620875,2
SOU-SOU,SOU,SOU,S,99,West Bound,93,93,UK,UK,48726.31051,1
SOU-SOU,SOU,SOU,S,99,West Bound,91,,UK,UK,24743.8032,2
SFO-HKG,SFO,HKG,B,39,Australia/NZ,94,73,USA - West Coast,China - Southern,6980.721397,2
SFO-SYD,SFO,SYD,B,20,South Pacific,18,,USA - West Coast,Australia - New South Wales,3747.48581,2
SOU-SYD,SOU,SYD,B,44,West Bound,73,,UK,Australia - New South Wales,6437.225265,2
SOU-SYD,SOU,SYD,B,44,West Bound,38,,UK,Australia - New South Wales,7285.700322,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,37,36,Australia - New South Wales,China - Southern,1895.75207,2
SOU-SYD,SOU,SYD,I,44,West Bound,30,,UK,Australia - New South Wales,4562.179518,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,14,,Australia - New South Wales,China - Southern,1410.777998,2
SFO-SYD,SFO,SYD,B,20,South Pacific,45,16,USA - West Coast,Australia - New South Wales,3341.973367,2
AKL-HKG,AKL,HKG,B,23,GB Reef/Queensland,65,,New Zealand,China - Southern,3929.031601,2
AKL-SYD,AKL,SYD,B,4,New Zealand,24,,New Zealand,Australia - New South Wales,593.6656891,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,16,15,Australia - New South Wales,Singapore,4626.278119,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,30,,Australia - New South Wales,Singapore,1969.444367,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,39,,Australia - New South Wales,UK,9470.714215,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,13,,Australia - New South Wales,China - Southern,1803.76569,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,26,25,Australia - New South Wales,UK,10519.90418,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,14,13,Australia - Queensland,China - Southern,1418.85637,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,13,,Australia - New South Wales,China - Southern,1402.078037,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,16,,Australia - New South Wales,China - Southern,1395.170158,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,66,65,Australia - Queensland,UK,6337.287325,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,20,,Australia - New South Wales,Singapore,2695.406749,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,100,76,China - Southern,UAE,3936.992229,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,35,34,Australia - New South Wales,Singapore,2753.79818,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,13,,China - Southern,UAE,1895.06385,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,57,,China - Southern,UAE,2220.228277,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,56,,China - Southern,UAE,2279.523983,2
BNE-HKG,BNE,HKG,O,16,GB Reef/Queensland,17,,Australia - Queensland,China - Southern,1783.037212,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,39,38,Australia - Queensland,UK,7410.649669,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,102,10,China - Southern,UAE,3079.504946,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,39,,Singapore,UK,4881.181525,2
DXB-SOU,DXB,SOU,B,19,Middle East,64,,UAE,UK,3210.461743,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,16,16,China - Southern,UAE,1717.310918,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,50,,China - Southern,UAE,3346.616102,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,57,,China - Southern,UAE,1842.804176,2
DXB-SOU,DXB,SOU,B,19,Middle East,24,,UAE,UK,2746.546306,2
DXB-SOU,DXB,SOU,B,19,Middle East,25,,UAE,UK,1391.646561,2
DXB-SOU,DXB,SOU,B,19,Middle East,18,,UAE,UK,2566.037052,1
DXB-SOU,DXB,SOU,B,19,Middle East,11,,UAE,UK,1571.348544,2
DXB-SOU,DXB,SOU,B,19,Middle East,12,,UAE,UK,2792.151063,1
SIN-DXB,SIN,DXB,B,11,Southern Asia,41,40,Singapore,UAE,1390.259272,2
DXB-SOU,DXB,SOU,O,19,Middle East,36,35,UAE,UK,2291.368406,2
DXB-SOU,DXB,SOU,B,19,Middle East,93,15,UAE,UK,3418.233735,2
DXB-SOU,DXB,SOU,B,19,Middle East,30,,UAE,UK,2014.756995,2
DXB-SOU,DXB,SOU,B,19,Middle East,27,,UAE,UK,2080.525723,2
DXB-SOU,DXB,SOU,B,19,Middle East,20,,UAE,UK,1416.485861,2
DXB-SOU,DXB,SOU,I,19,Middle East,38,,UAE,UK,1461.587206,2
SOU-AKL,SOU,AKL,S,40,West Bound,42,,UK,New Zealand,10892.95031,2
SOU-BNE,SOU,BNE,B,47,West Bound,47,47,UK,Australia - Queensland,7774.011794,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,38,18,UK,USA - West Coast,1313.88128,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,38,,UK,USA - West Coast,1776.087044,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,32,,UK,USA - West Coast,3933.966714,1
SOU-SOU,SOU,SOU,S,99,West Bound,93,,UK,UK,23416.94542,2
SOU-SOU,SOU,SOU,B,99,West Bound,93,12,UK,UK,13339.85754,2
SOU-SOU,SOU,SOU,B,99,West Bound,91,,UK,UK,14658.89832,2
SOU-SOU,SOU,SOU,B,99,West Bound,75,12,UK,UK,18620.79719,1
SOU-SOU,SOU,SOU,B,99,West Bound,70,15,UK,UK,17285.30819,2
SOU-SOU,SOU,SOU,O,99,West Bound,51,,UK,UK,13038.09236,2
SOU-SOU,SOU,SOU,I,99,West Bound,37,,UK,UK,10152.51381,2
SOU-AKL,SOU,AKL,B,40,West Bound,42,,UK,New Zealand,6854.872585,2
SOU-AKL,SOU,AKL,I,40,West Bound,25,24,UK,New Zealand,4751.225924,2
SOU-BNE,SOU,BNE,B,47,West Bound,32,31,UK,Australia - Queensland,6642.069843,2
SOU-SOU,SOU,SOU,O,99,West Bound,31,,UK,UK,12602.15015,2
SOU-SOU,SOU,SOU,B,99,West Bound,12,,UK,UK,20046.31923,1
SOU-SOU,SOU,SOU,O,99,West Bound,41,,UK,UK,10190.18911,2
SOU-SYD,SOU,SYD,I,44,West Bound,36,34,UK,Australia - New South Wales,4403.736855,2
SOU-AKL,SOU,AKL,B,40,West Bound,51,,UK,New Zealand,5409.15364,2
SOU-AKL,SOU,AKL,S,40,West Bound,44,,UK,New Zealand,10818.77438,2
SOU-SOU,SOU,SOU,B,99,West Bound,94,,UK,UK,14625.54564,2
SOU-SOU,SOU,SOU,B,99,West Bound,93,,UK,UK,13605.0394,2
SFO-AKL,SFO,AKL,B,16,South Pacific,1,,USA - West Coast,New Zealand,1289.881367,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,37,,UK,USA - West Coast,1330.774675,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,12,,UK,USA - West Coast,2091.827334,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,28,UK,USA - West Coast,3203.932441,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,32,32,UK,USA - West Coast,2771.541547,2
SOU-SOU,SOU,SOU,B,99,West Bound,78,26,UK,UK,29018.5879,1
SOU-SOU,SOU,SOU,O,99,West Bound,61,,UK,UK,10297.00959,2
SFO-SYD,SFO,SYD,B,20,South Pacific,56,,USA - West Coast,Australia - New South Wales,3739.73879,2
SFO-SYD,SFO,SYD,B,20,South Pacific,43,,USA - West Coast,Australia - New South Wales,3016.983067,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,28,,UK,USA - West Coast,3928.229282,2
SOU-SOU,SOU,SOU,B,99,West Bound,94,,UK,UK,14640.64396,2
SOU-SOU,SOU,SOU,B,99,West Bound,38,38,UK,UK,13579.78987,2
SOU-SOU,SOU,SOU,S,99,West Bound,17,17,UK,UK,29676.36803,2
SFO-SYD,SFO,SYD,B,20,South Pacific,50,,USA - West Coast,Australia - New South Wales,2965.010883,2
SOU-SOU,SOU,SOU,B,99,West Bound,91,22,UK,UK,13138.40037,2
SOU-SOU,SOU,SOU,B,99,West Bound,26,21,UK,UK,15277.79207,2
SOU-SYD,SOU,SYD,S,44,West Bound,91,,UK,Australia - New South Wales,9104.70257,2
AKL-HKG,AKL,HKG,B,23,GB Reef/Queensland,96,,New Zealand,China - Southern,4179.96582,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,31,12,New Zealand,UK,7523.396221,1
SOU-SOU,SOU,SOU,B,99,West Bound,55,,UK,UK,16442.43295,2
SOU-SYD,SOU,SYD,B,44,West Bound,53,,UK,Australia - New South Wales,11091.88214,1
SOU-SYD,SOU,SYD,O,44,West Bound,31,,UK,Australia - New South Wales,6157.900517,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,24,,Australia - New South Wales,Australia - Queensland,444.5458651,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,18,17,Australia - New South Wales,Australia - Queensland,400.6786907,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,8,7,Australia - New South Wales,Australia - Queensland,283.4140574,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,29,,Australia - New South Wales,Australia - Queensland,294.2997375,3
SOU-SYD,SOU,SYD,B,44,West Bound,53,,UK,Australia - New South Wales,6938.843101,2
SOU-HKG,SOU,HKG,B,63,West Bound,91,,UK,China - Southern,10439.08103,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,39,,UK,USA - West Coast,2554.653744,2
SFO-SYD,SFO,SYD,B,20,South Pacific,55,,USA - West Coast,Australia - New South Wales,3459.387833,2
SFO-SYD,SFO,SYD,O,20,South Pacific,8,,USA - West Coast,Australia - New South Wales,5155.422213,1
SFO-SYD,SFO,SYD,B,20,South Pacific,51,,USA - West Coast,Australia - New South Wales,3404.521831,2
SFO-SYD,SFO,SYD,I,20,South Pacific,44,,USA - West Coast,Australia - New South Wales,2446.95611,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,89,47,Australia - New South Wales,China - Southern,2011.965363,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,18,,Australia - New South Wales,China - Southern,2882.070884,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,13,,Australia - New South Wales,China - Southern,3198.996653,2
SOU-SYD,SOU,SYD,I,44,West Bound,90,,UK,Australia - New South Wales,4824.780616,2
SOU-SYD,SOU,SYD,I,44,West Bound,35,21,UK,Australia - New South Wales,3155.994113,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,37,36,New Zealand,UK,6648.124108,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,35,,Australia - New South Wales,China - Southern,1664.656485,2
SOU-SYD,SOU,SYD,B,44,West Bound,36,,UK,Australia - New South Wales,3945.892951,2
SOU-SYD,SOU,SYD,I,44,West Bound,7,,UK,Australia - New South Wales,3024.319797,2
SOU-SYD,SOU,SYD,B,44,West Bound,43,39,UK,Australia - New South Wales,6902.839426,2
SFO-AKL,SFO,AKL,O,16,South Pacific,7,,USA - West Coast,New Zealand,1037.319,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,,UK,USA - West Coast,2420.070415,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,41,,UK,USA - West Coast,3534.478444,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,29,,UK,USA - West Coast,3598.077555,2
AKL-SYD,AKL,SYD,B,4,New Zealand,15,14,New Zealand,Australia - New South Wales,605.4154331,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,15,,Australia - New South Wales,Australia - Queensland,385.5925151,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,96,,Australia - New South Wales,UK,5820.760322,2
SFO-HKG,SFO,HKG,B,39,Australia/NZ,83,,USA - West Coast,China - Southern,5667.003408,2
SFO-SYD,SFO,SYD,B,20,South Pacific,96,,USA - West Coast,Australia - New South Wales,3647.536766,2
SFO-SYD,SFO,SYD,B,20,South Pacific,74,,USA - West Coast,Australia - New South Wales,3685.179345,2
SOU-SOU,SOU,SOU,O,99,West Bound,91,,UK,UK,9168.75701,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,11,,Australia - New South Wales,Australia - Queensland,429.9423163,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,81,,Australia - New South Wales,China - Southern,3782.926671,2
